zone;X;Y;time;idleDRTVehicles
248;455000.0;5741000.0;0.0;0
248;455000.0;5741000.0;0.0;1
248;455000.0;5741000.0;0.0;2
248;455000.0;5741000.0;21153.0;1
248;455000.0;5741000.0;21755.0;0
248;455000.0;5741000.0;30163.0;1
248;455000.0;5741000.0;30213.0;2
248;455000.0;5741000.0;30643.0;1
248;455000.0;5741000.0;31077.0;2
248;455000.0;5741000.0;31328.0;3
248;455000.0;5741000.0;31413.0;4
248;455000.0;5741000.0;31685.0;5
248;455000.0;5741000.0;32015.0;6
248;455000.0;5741000.0;51214.0;7
248;455000.0;5741000.0;51437.0;6
248;455000.0;5741000.0;52013.0;5
248;455000.0;5741000.0;53116.0;4
248;455000.0;5741000.0;53252.0;3
248;455000.0;5741000.0;53709.0;2
248;455000.0;5741000.0;53790.0;1
248;455000.0;5741000.0;54293.0;0
248;455000.0;5741000.0;57160.0;1
248;455000.0;5741000.0;57526.0;0
248;455000.0;5741000.0;58986.0;1
248;455000.0;5741000.0;59456.0;2
248;455000.0;5741000.0;59746.0;1
248;455000.0;5741000.0;60025.0;2
248;455000.0;5741000.0;60205.0;3
248;455000.0;5741000.0;60446.0;4
248;455000.0;5741000.0;60670.0;5
248;455000.0;5741000.0;60884.0;4
248;455000.0;5741000.0;61451.0;5
248;455000.0;5741000.0;61637.0;4
248;455000.0;5741000.0;61844.0;5
248;455000.0;5741000.0;62004.0;6
248;455000.0;5741000.0;62116.0;7
248;455000.0;5741000.0;64480.0;8
248;455000.0;5741000.0;64548.0;7
248;455000.0;5741000.0;67072.0;8
248;455000.0;5741000.0;86400.0;7
248;455000.0;5741000.0;86400.0;6
248;455000.0;5741000.0;86400.0;5
248;455000.0;5741000.0;86400.0;4
248;455000.0;5741000.0;86400.0;3
248;455000.0;5741000.0;86400.0;2
248;455000.0;5741000.0;86400.0;1
248;455000.0;5741000.0;86400.0;0
414;467000.0;5725000.0;0.0;0
331;461000.0;5733000.0;0.0;0
558;477000.0;5723000.0;0.0;0
557;477000.0;5721000.0;0.0;0
557;477000.0;5721000.0;0.0;1
557;477000.0;5721000.0;86400.0;0
280;457000.0;5747000.0;0.0;0
510;473000.0;5743000.0;0.0;0
337;461000.0;5745000.0;0.0;0
337;461000.0;5745000.0;0.0;1
337;461000.0;5745000.0;0.0;2
337;461000.0;5745000.0;0.0;3
337;461000.0;5745000.0;0.0;4
337;461000.0;5745000.0;0.0;5
337;461000.0;5745000.0;25285.0;4
337;461000.0;5745000.0;25393.0;3
337;461000.0;5745000.0;25796.0;2
337;461000.0;5745000.0;25910.0;1
337;461000.0;5745000.0;56618.0;0
19;439000.0;5747000.0;0.0;0
201;451000.0;5763000.0;0.0;0
485;471000.0;5751000.0;0.0;0
103;445000.0;5741000.0;0.0;0
379;465000.0;5713000.0;0.0;0
95;445000.0;5725000.0;0.0;0
590;479000.0;5729000.0;0.0;0
185;451000.0;5731000.0;0.0;0
185;451000.0;5731000.0;0.0;1
185;451000.0;5731000.0;23899.0;2
185;451000.0;5731000.0;24325.0;3
185;451000.0;5731000.0;25062.0;2
185;451000.0;5731000.0;25182.0;1
185;451000.0;5731000.0;25454.0;0
185;451000.0;5731000.0;59209.0;1
185;451000.0;5731000.0;59240.0;0
185;451000.0;5731000.0;62096.0;1
185;451000.0;5731000.0;62402.0;0
500;473000.0;5723000.0;0.0;0
500;473000.0;5723000.0;0.0;1
500;473000.0;5723000.0;86400.0;0
499;473000.0;5721000.0;0.0;0
499;473000.0;5721000.0;0.0;1
499;473000.0;5721000.0;0.0;2
499;473000.0;5721000.0;86400.0;1
499;473000.0;5721000.0;86400.0;0
308;459000.0;5745000.0;0.0;0
308;459000.0;5745000.0;0.0;1
308;459000.0;5745000.0;24329.0;0
299;459000.0;5727000.0;0.0;0
618;481000.0;5727000.0;0.0;0
511;473000.0;5745000.0;0.0;0
422;467000.0;5741000.0;0.0;0
205;453000.0;5713000.0;0.0;0
572;477000.0;5751000.0;0.0;0
572;477000.0;5751000.0;0.0;1
572;477000.0;5751000.0;0.0;2
572;477000.0;5751000.0;86400.0;1
572;477000.0;5751000.0;86400.0;0
339;461000.0;5749000.0;0.0;0
339;461000.0;5749000.0;0.0;1
339;461000.0;5749000.0;58527.0;0
63;443000.0;5719000.0;0.0;0
79;443000.0;5751000.0;0.0;0
305;459000.0;5739000.0;0.0;0
281;457000.0;5749000.0;0.0;0
438;469000.0;5715000.0;0.0;0
468;471000.0;5717000.0;0.0;0
468;471000.0;5717000.0;0.0;1
468;471000.0;5717000.0;0.0;2
468;471000.0;5717000.0;86400.0;1
468;471000.0;5717000.0;86400.0;0
352;463000.0;5717000.0;0.0;0
302;459000.0;5733000.0;0.0;0
302;459000.0;5733000.0;31512.0;1
302;459000.0;5733000.0;52865.0;0
302;459000.0;5733000.0;65292.0;1
302;459000.0;5733000.0;86400.0;0
423;467000.0;5743000.0;0.0;0
393;465000.0;5741000.0;0.0;0
447;469000.0;5733000.0;0.0;0
447;469000.0;5733000.0;0.0;1
447;469000.0;5733000.0;86400.0;0
221;453000.0;5745000.0;0.0;0
221;453000.0;5745000.0;23293.0;1
221;453000.0;5745000.0;23668.0;2
221;453000.0;5745000.0;24217.0;1
221;453000.0;5745000.0;24700.0;2
221;453000.0;5745000.0;24977.0;1
221;453000.0;5745000.0;25317.0;2
221;453000.0;5745000.0;25644.0;1
221;453000.0;5745000.0;25866.0;0
221;453000.0;5745000.0;30770.0;1
221;453000.0;5745000.0;30821.0;0
221;453000.0;5745000.0;60472.0;1
221;453000.0;5745000.0;62161.0;2
221;453000.0;5745000.0;62250.0;1
221;453000.0;5745000.0;63899.0;2
221;453000.0;5745000.0;86400.0;1
221;453000.0;5745000.0;86400.0;0
187;451000.0;5735000.0;0.0;0
187;451000.0;5735000.0;0.0;1
187;451000.0;5735000.0;0.0;2
187;451000.0;5735000.0;0.0;3
187;451000.0;5735000.0;21318.0;4
187;451000.0;5735000.0;21528.0;5
187;451000.0;5735000.0;22457.0;4
187;451000.0;5735000.0;22480.0;5
187;451000.0;5735000.0;23082.0;4
187;451000.0;5735000.0;24839.0;3
187;451000.0;5735000.0;24961.0;2
187;451000.0;5735000.0;25174.0;1
187;451000.0;5735000.0;25283.0;0
187;451000.0;5735000.0;30951.0;1
187;451000.0;5735000.0;31446.0;0
187;451000.0;5735000.0;31842.0;1
187;451000.0;5735000.0;31866.0;2
187;451000.0;5735000.0;31920.0;3
187;451000.0;5735000.0;32527.0;4
187;451000.0;5735000.0;32659.0;3
187;451000.0;5735000.0;33018.0;4
187;451000.0;5735000.0;33604.0;5
187;451000.0;5735000.0;51331.0;4
187;451000.0;5735000.0;52701.0;3
187;451000.0;5735000.0;53187.0;2
187;451000.0;5735000.0;53432.0;1
187;451000.0;5735000.0;53517.0;0
187;451000.0;5735000.0;61153.0;1
187;451000.0;5735000.0;61225.0;2
187;451000.0;5735000.0;61714.0;3
187;451000.0;5735000.0;63175.0;4
187;451000.0;5735000.0;64160.0;5
187;451000.0;5735000.0;64816.0;6
187;451000.0;5735000.0;65122.0;7
187;451000.0;5735000.0;65756.0;8
187;451000.0;5735000.0;86400.0;7
187;451000.0;5735000.0;86400.0;6
187;451000.0;5735000.0;86400.0;5
187;451000.0;5735000.0;86400.0;4
187;451000.0;5735000.0;86400.0;3
187;451000.0;5735000.0;86400.0;2
187;451000.0;5735000.0;86400.0;1
187;451000.0;5735000.0;86400.0;0
101;445000.0;5737000.0;0.0;0
274;457000.0;5735000.0;0.0;0
274;457000.0;5735000.0;0.0;1
274;457000.0;5735000.0;0.0;2
274;457000.0;5735000.0;0.0;3
274;457000.0;5735000.0;20321.0;2
274;457000.0;5735000.0;22361.0;3
274;457000.0;5735000.0;23086.0;4
274;457000.0;5735000.0;23501.0;3
274;457000.0;5735000.0;23713.0;2
274;457000.0;5735000.0;24040.0;1
274;457000.0;5735000.0;24131.0;0
274;457000.0;5735000.0;31240.0;1
274;457000.0;5735000.0;31535.0;0
274;457000.0;5735000.0;31871.0;1
274;457000.0;5735000.0;33043.0;2
274;457000.0;5735000.0;33196.0;3
274;457000.0;5735000.0;34190.0;4
274;457000.0;5735000.0;35358.0;5
274;457000.0;5735000.0;52042.0;4
274;457000.0;5735000.0;53031.0;5
274;457000.0;5735000.0;53114.0;6
274;457000.0;5735000.0;53294.0;5
274;457000.0;5735000.0;53482.0;4
274;457000.0;5735000.0;53643.0;3
274;457000.0;5735000.0;53716.0;2
274;457000.0;5735000.0;53718.0;1
274;457000.0;5735000.0;53908.0;0
274;457000.0;5735000.0;60980.0;1
274;457000.0;5735000.0;61164.0;0
274;457000.0;5735000.0;62451.0;1
274;457000.0;5735000.0;62614.0;2
274;457000.0;5735000.0;62914.0;1
274;457000.0;5735000.0;66494.0;2
274;457000.0;5735000.0;66651.0;3
274;457000.0;5735000.0;86400.0;2
274;457000.0;5735000.0;86400.0;1
274;457000.0;5735000.0;86400.0;0
431;467000.0;5759000.0;0.0;0
431;467000.0;5759000.0;0.0;1
431;467000.0;5759000.0;86400.0;0
430;467000.0;5757000.0;0.0;0
212;453000.0;5727000.0;0.0;0
251;455000.0;5747000.0;0.0;0
429;467000.0;5755000.0;0.0;0
334;461000.0;5739000.0;0.0;0
358;463000.0;5729000.0;0.0;0
358;463000.0;5729000.0;0.0;1
358;463000.0;5729000.0;0.0;2
358;463000.0;5729000.0;0.0;3
358;463000.0;5729000.0;26685.0;2
358;463000.0;5729000.0;28036.0;1
358;463000.0;5729000.0;56664.0;0
575;477000.0;5757000.0;0.0;0
456;469000.0;5751000.0;0.0;0
417;467000.0;5731000.0;0.0;0
506;473000.0;5735000.0;0.0;0
506;473000.0;5735000.0;0.0;1
506;473000.0;5735000.0;86400.0;0
391;465000.0;5737000.0;0.0;0
391;465000.0;5737000.0;28086.0;1
391;465000.0;5737000.0;55071.0;0
244;455000.0;5733000.0;0.0;0
244;455000.0;5733000.0;0.0;1
244;455000.0;5733000.0;0.0;2
244;455000.0;5733000.0;0.0;3
244;455000.0;5733000.0;0.0;4
244;455000.0;5733000.0;0.0;5
244;455000.0;5733000.0;0.0;6
244;455000.0;5733000.0;0.0;7
244;455000.0;5733000.0;20988.0;6
244;455000.0;5733000.0;21819.0;5
244;455000.0;5733000.0;22597.0;4
244;455000.0;5733000.0;23036.0;3
244;455000.0;5733000.0;23578.0;2
244;455000.0;5733000.0;23862.0;1
244;455000.0;5733000.0;24323.0;0
244;455000.0;5733000.0;30266.0;1
244;455000.0;5733000.0;30487.0;2
244;455000.0;5733000.0;30568.0;1
244;455000.0;5733000.0;30901.0;0
244;455000.0;5733000.0;31650.0;1
244;455000.0;5733000.0;33017.0;2
244;455000.0;5733000.0;50067.0;3
244;455000.0;5733000.0;52416.0;4
244;455000.0;5733000.0;52482.0;3
244;455000.0;5733000.0;53625.0;2
244;455000.0;5733000.0;53688.0;1
244;455000.0;5733000.0;54189.0;0
244;455000.0;5733000.0;62104.0;1
244;455000.0;5733000.0;62180.0;0
244;455000.0;5733000.0;63772.0;1
244;455000.0;5733000.0;64717.0;0
244;455000.0;5733000.0;65146.0;1
244;455000.0;5733000.0;65191.0;2
244;455000.0;5733000.0;66136.0;1
244;455000.0;5733000.0;67160.0;2
244;455000.0;5733000.0;67756.0;3
244;455000.0;5733000.0;68450.0;4
244;455000.0;5733000.0;86400.0;3
244;455000.0;5733000.0;86400.0;2
244;455000.0;5733000.0;86400.0;1
244;455000.0;5733000.0;86400.0;0
72;443000.0;5737000.0;0.0;0
106;445000.0;5747000.0;0.0;0
630;481000.0;5751000.0;0.0;0
570;477000.0;5747000.0;0.0;0
395;465000.0;5745000.0;0.0;0
395;465000.0;5745000.0;0.0;1
395;465000.0;5745000.0;86400.0;0
466;471000.0;5713000.0;0.0;0
123;447000.0;5723000.0;0.0;0
123;447000.0;5723000.0;0.0;1
123;447000.0;5723000.0;0.0;2
123;447000.0;5723000.0;0.0;3
123;447000.0;5723000.0;26117.0;2
123;447000.0;5723000.0;26338.0;1
123;447000.0;5723000.0;26417.0;0
632;481000.0;5755000.0;0.0;0
219;453000.0;5741000.0;0.0;0
219;453000.0;5741000.0;32812.0;1
219;453000.0;5741000.0;52254.0;0
219;453000.0;5741000.0;61643.0;1
219;453000.0;5741000.0;63624.0;0
219;453000.0;5741000.0;64997.0;1
219;453000.0;5741000.0;70811.0;2
219;453000.0;5741000.0;86400.0;1
219;453000.0;5741000.0;86400.0;0
549;475000.0;5763000.0;0.0;0
268;457000.0;5723000.0;0.0;0
268;457000.0;5723000.0;0.0;1
268;457000.0;5723000.0;26117.0;0
235;455000.0;5715000.0;0.0;0
616;481000.0;5723000.0;0.0;0
35;441000.0;5721000.0;0.0;0
409;467000.0;5715000.0;0.0;0
363;463000.0;5739000.0;0.0;0
363;463000.0;5739000.0;0.0;1
363;463000.0;5739000.0;60548.0;0
75;443000.0;5743000.0;0.0;0
75;443000.0;5743000.0;0.0;1
75;443000.0;5743000.0;86400.0;0
78;443000.0;5749000.0;0.0;0
603;479000.0;5755000.0;0.0;0
134;447000.0;5745000.0;0.0;0
161;449000.0;5741000.0;0.0;0
497;473000.0;5717000.0;0.0;0
484;471000.0;5749000.0;0.0;0
362;463000.0;5737000.0;0.0;0
362;463000.0;5737000.0;24195.0;1
362;463000.0;5737000.0;26648.0;2
362;463000.0;5737000.0;29824.0;3
362;463000.0;5737000.0;30122.0;4
362;463000.0;5737000.0;32141.0;5
362;463000.0;5737000.0;32274.0;6
362;463000.0;5737000.0;32301.0;7
362;463000.0;5737000.0;33339.0;8
362;463000.0;5737000.0;53204.0;7
362;463000.0;5737000.0;56010.0;6
362;463000.0;5737000.0;56559.0;5
362;463000.0;5737000.0;56803.0;4
362;463000.0;5737000.0;56907.0;3
362;463000.0;5737000.0;59560.0;2
362;463000.0;5737000.0;59893.0;1
362;463000.0;5737000.0;60135.0;0
303;459000.0;5735000.0;0.0;0
303;459000.0;5735000.0;20748.0;1
303;459000.0;5735000.0;22368.0;0
303;459000.0;5735000.0;23779.0;1
303;459000.0;5735000.0;24096.0;0
303;459000.0;5735000.0;26827.0;1
303;459000.0;5735000.0;27084.0;0
303;459000.0;5735000.0;27553.0;1
303;459000.0;5735000.0;27995.0;0
303;459000.0;5735000.0;30533.0;1
303;459000.0;5735000.0;30578.0;2
303;459000.0;5735000.0;30956.0;3
303;459000.0;5735000.0;32122.0;4
303;459000.0;5735000.0;32922.0;5
303;459000.0;5735000.0;33873.0;6
303;459000.0;5735000.0;34121.0;7
303;459000.0;5735000.0;51403.0;6
303;459000.0;5735000.0;51820.0;5
303;459000.0;5735000.0;51868.0;6
303;459000.0;5735000.0;52204.0;5
303;459000.0;5735000.0;52964.0;4
303;459000.0;5735000.0;53068.0;3
303;459000.0;5735000.0;53424.0;2
303;459000.0;5735000.0;53760.0;1
303;459000.0;5735000.0;54708.0;0
303;459000.0;5735000.0;55711.0;1
303;459000.0;5735000.0;56086.0;0
303;459000.0;5735000.0;57514.0;1
303;459000.0;5735000.0;58014.0;0
303;459000.0;5735000.0;59452.0;1
303;459000.0;5735000.0;60881.0;2
303;459000.0;5735000.0;60916.0;3
303;459000.0;5735000.0;61228.0;4
303;459000.0;5735000.0;61572.0;5
303;459000.0;5735000.0;61980.0;4
303;459000.0;5735000.0;62396.0;5
303;459000.0;5735000.0;62405.0;6
303;459000.0;5735000.0;62655.0;7
303;459000.0;5735000.0;63086.0;8
303;459000.0;5735000.0;63640.0;7
303;459000.0;5735000.0;64658.0;6
303;459000.0;5735000.0;64807.0;7
303;459000.0;5735000.0;67356.0;6
303;459000.0;5735000.0;68360.0;7
303;459000.0;5735000.0;71043.0;8
303;459000.0;5735000.0;72098.0;9
303;459000.0;5735000.0;86400.0;8
303;459000.0;5735000.0;86400.0;7
303;459000.0;5735000.0;86400.0;6
303;459000.0;5735000.0;86400.0;5
303;459000.0;5735000.0;86400.0;4
303;459000.0;5735000.0;86400.0;3
303;459000.0;5735000.0;86400.0;2
303;459000.0;5735000.0;86400.0;1
303;459000.0;5735000.0;86400.0;0
41;441000.0;5733000.0;0.0;0
398;465000.0;5751000.0;0.0;0
275;457000.0;5737000.0;0.0;0
275;457000.0;5737000.0;0.0;1
275;457000.0;5737000.0;0.0;2
275;457000.0;5737000.0;0.0;3
275;457000.0;5737000.0;21051.0;2
275;457000.0;5737000.0;21186.0;3
275;457000.0;5737000.0;22020.0;4
275;457000.0;5737000.0;22504.0;3
275;457000.0;5737000.0;22836.0;4
275;457000.0;5737000.0;23196.0;3
275;457000.0;5737000.0;23290.0;2
275;457000.0;5737000.0;23384.0;1
275;457000.0;5737000.0;23394.0;0
275;457000.0;5737000.0;30297.0;1
275;457000.0;5737000.0;30363.0;0
275;457000.0;5737000.0;31375.0;1
275;457000.0;5737000.0;31523.0;2
275;457000.0;5737000.0;31824.0;3
275;457000.0;5737000.0;34302.0;4
275;457000.0;5737000.0;50563.0;3
275;457000.0;5737000.0;52344.0;4
275;457000.0;5737000.0;52357.0;3
275;457000.0;5737000.0;52461.0;2
275;457000.0;5737000.0;52671.0;1
275;457000.0;5737000.0;52840.0;0
275;457000.0;5737000.0;54342.0;1
275;457000.0;5737000.0;54489.0;0
275;457000.0;5737000.0;58277.0;1
275;457000.0;5737000.0;58361.0;0
275;457000.0;5737000.0;59836.0;1
275;457000.0;5737000.0;60844.0;2
275;457000.0;5737000.0;61350.0;3
275;457000.0;5737000.0;61702.0;4
275;457000.0;5737000.0;61837.0;5
275;457000.0;5737000.0;61855.0;6
275;457000.0;5737000.0;62130.0;7
275;457000.0;5737000.0;63546.0;8
275;457000.0;5737000.0;63625.0;9
275;457000.0;5737000.0;64226.0;8
275;457000.0;5737000.0;64746.0;9
275;457000.0;5737000.0;65950.0;10
275;457000.0;5737000.0;65964.0;11
275;457000.0;5737000.0;68326.0;12
275;457000.0;5737000.0;69351.0;13
275;457000.0;5737000.0;70077.0;14
275;457000.0;5737000.0;86400.0;13
275;457000.0;5737000.0;86400.0;12
275;457000.0;5737000.0;86400.0;11
275;457000.0;5737000.0;86400.0;10
275;457000.0;5737000.0;86400.0;9
275;457000.0;5737000.0;86400.0;8
275;457000.0;5737000.0;86400.0;7
275;457000.0;5737000.0;86400.0;6
275;457000.0;5737000.0;86400.0;5
275;457000.0;5737000.0;86400.0;4
275;457000.0;5737000.0;86400.0;3
275;457000.0;5737000.0;86400.0;2
275;457000.0;5737000.0;86400.0;1
275;457000.0;5737000.0;86400.0;0
543;475000.0;5751000.0;0.0;0
543;475000.0;5751000.0;0.0;1
543;475000.0;5751000.0;86400.0;0
426;467000.0;5749000.0;0.0;0
231;453000.0;5765000.0;0.0;0
298;459000.0;5725000.0;0.0;0
298;459000.0;5725000.0;0.0;1
298;459000.0;5725000.0;26460.0;0
523;475000.0;5711000.0;0.0;0
357;463000.0;5727000.0;0.0;0
292;459000.0;5713000.0;0.0;0
295;459000.0;5719000.0;0.0;0
209;453000.0;5721000.0;0.0;0
300;459000.0;5729000.0;0.0;0
180;451000.0;5721000.0;0.0;0
602;479000.0;5753000.0;0.0;0
43;441000.0;5737000.0;0.0;0
386;465000.0;5727000.0;0.0;0
250;455000.0;5745000.0;0.0;0
250;455000.0;5745000.0;0.0;1
250;455000.0;5745000.0;22768.0;0
250;455000.0;5745000.0;26588.0;1
250;455000.0;5745000.0;26657.0;0
250;455000.0;5745000.0;33667.0;1
250;455000.0;5745000.0;56445.0;0
583;479000.0;5715000.0;0.0;0
264;457000.0;5715000.0;0.0;0
349;463000.0;5711000.0;0.0;0
346;461000.0;5763000.0;0.0;0
536;475000.0;5737000.0;0.0;0
443;469000.0;5725000.0;0.0;0
443;469000.0;5725000.0;0.0;1
443;469000.0;5725000.0;86400.0;0
574;477000.0;5755000.0;0.0;0
45;441000.0;5741000.0;0.0;0
45;441000.0;5741000.0;0.0;1
45;441000.0;5741000.0;86400.0;0
496;473000.0;5715000.0;0.0;0
496;473000.0;5715000.0;0.0;1
496;473000.0;5715000.0;86400.0;0
77;443000.0;5747000.0;0.0;0
77;443000.0;5747000.0;0.0;1
77;443000.0;5747000.0;86400.0;0
573;477000.0;5753000.0;0.0;0
34;441000.0;5719000.0;0.0;0
34;441000.0;5719000.0;0.0;1
34;441000.0;5719000.0;86400.0;0
518;473000.0;5759000.0;0.0;0
93;445000.0;5721000.0;0.0;0
247;455000.0;5739000.0;0.0;0
247;455000.0;5739000.0;0.0;1
247;455000.0;5739000.0;21035.0;0
247;455000.0;5739000.0;27723.0;1
247;455000.0;5739000.0;27738.0;0
247;455000.0;5739000.0;31531.0;1
247;455000.0;5739000.0;32486.0;2
247;455000.0;5739000.0;32772.0;1
247;455000.0;5739000.0;33604.0;2
247;455000.0;5739000.0;51422.0;1
247;455000.0;5739000.0;52128.0;0
247;455000.0;5739000.0;53813.0;1
247;455000.0;5739000.0;55086.0;2
247;455000.0;5739000.0;55096.0;1
247;455000.0;5739000.0;55209.0;0
247;455000.0;5739000.0;58928.0;1
247;455000.0;5739000.0;59211.0;2
247;455000.0;5739000.0;59275.0;3
247;455000.0;5739000.0;59390.0;4
247;455000.0;5739000.0;60100.0;5
247;455000.0;5739000.0;61188.0;6
247;455000.0;5739000.0;61450.0;5
247;455000.0;5739000.0;61473.0;6
247;455000.0;5739000.0;64306.0;5
247;455000.0;5739000.0;65130.0;6
247;455000.0;5739000.0;67681.0;7
247;455000.0;5739000.0;71321.0;8
247;455000.0;5739000.0;86400.0;7
247;455000.0;5739000.0;86400.0;6
247;455000.0;5739000.0;86400.0;5
247;455000.0;5739000.0;86400.0;4
247;455000.0;5739000.0;86400.0;3
247;455000.0;5739000.0;86400.0;2
247;455000.0;5739000.0;86400.0;1
247;455000.0;5739000.0;86400.0;0
272;457000.0;5731000.0;0.0;0
272;457000.0;5731000.0;0.0;1
272;457000.0;5731000.0;0.0;2
272;457000.0;5731000.0;0.0;3
272;457000.0;5731000.0;20292.0;2
272;457000.0;5731000.0;20564.0;3
272;457000.0;5731000.0;20974.0;2
272;457000.0;5731000.0;21823.0;1
272;457000.0;5731000.0;21928.0;0
272;457000.0;5731000.0;30330.0;1
272;457000.0;5731000.0;31012.0;2
272;457000.0;5731000.0;31129.0;3
272;457000.0;5731000.0;31136.0;4
272;457000.0;5731000.0;31334.0;5
272;457000.0;5731000.0;31414.0;6
272;457000.0;5731000.0;31553.0;5
272;457000.0;5731000.0;32042.0;6
272;457000.0;5731000.0;32302.0;5
272;457000.0;5731000.0;32563.0;4
272;457000.0;5731000.0;32571.0;5
272;457000.0;5731000.0;32837.0;6
272;457000.0;5731000.0;32892.0;7
272;457000.0;5731000.0;50762.0;6
272;457000.0;5731000.0;51082.0;7
272;457000.0;5731000.0;51378.0;6
272;457000.0;5731000.0;51528.0;5
272;457000.0;5731000.0;51822.0;6
272;457000.0;5731000.0;52247.0;5
272;457000.0;5731000.0;52410.0;4
272;457000.0;5731000.0;52612.0;3
272;457000.0;5731000.0;52683.0;2
272;457000.0;5731000.0;52702.0;3
272;457000.0;5731000.0;52773.0;4
272;457000.0;5731000.0;52869.0;3
272;457000.0;5731000.0;53317.0;2
272;457000.0;5731000.0;53446.0;1
272;457000.0;5731000.0;53648.0;2
272;457000.0;5731000.0;53652.0;1
272;457000.0;5731000.0;54070.0;2
272;457000.0;5731000.0;54116.0;1
272;457000.0;5731000.0;54309.0;0
272;457000.0;5731000.0;54310.0;1
272;457000.0;5731000.0;54323.0;0
272;457000.0;5731000.0;54861.0;1
272;457000.0;5731000.0;54974.0;0
272;457000.0;5731000.0;61843.0;1
272;457000.0;5731000.0;61974.0;2
272;457000.0;5731000.0;62489.0;3
272;457000.0;5731000.0;63109.0;4
272;457000.0;5731000.0;63113.0;5
272;457000.0;5731000.0;63756.0;4
272;457000.0;5731000.0;64444.0;5
272;457000.0;5731000.0;64619.0;4
272;457000.0;5731000.0;64767.0;5
272;457000.0;5731000.0;64984.0;6
272;457000.0;5731000.0;65405.0;7
272;457000.0;5731000.0;65554.0;8
272;457000.0;5731000.0;67286.0;9
272;457000.0;5731000.0;86400.0;8
272;457000.0;5731000.0;86400.0;7
272;457000.0;5731000.0;86400.0;6
272;457000.0;5731000.0;86400.0;5
272;457000.0;5731000.0;86400.0;4
272;457000.0;5731000.0;86400.0;3
272;457000.0;5731000.0;86400.0;2
272;457000.0;5731000.0;86400.0;1
272;457000.0;5731000.0;86400.0;0
505;473000.0;5733000.0;0.0;0
